location_id,pm2_5,pm10,no2,so2,o3,co,aqi
9966,88.7,94.31,19.81,15.15,25.83,382.72,5
9967,103.05,109.65,7.66,11.06,74.72,308.99,5
9968,119.96,124.48,25.38,10.99,54.52,400.57,5
9969,48.64,56.57,6.73,11.18,62.5,171.05,3
9970,4.02,5.14,1.48,0.42,42.29,149.78,1
9971,11.68,12.37,6.24,1.7,8.52,177.18,2
9972,52.85,55.1,5.18,3.53,82.88,269.91,4
9973,22.27,25.44,2.84,0.31,41.76,136.82,2
9974,4.63,5.58,1.32,1.27,55.63,78.52,1
9975,8.42,9.62,6.8,3.47,39.82,201.27,1
9976,34.52,38.58,13.48,17.6,62.66,270.65,3
9977,12.0,14.41,6.24,2.18,21.88,129.11,2
9979,34.07,43.96,4.4,11.82,65.85,131.52,3
9980,52.82,56.25,16.6,14.04,32.04,306.4,4
9981,20.1,24.55,7.86,4.01,31.82,201.82,2
9982,13.6,18.2,8.99,13.47,40.95,123.12,2
9983,1.55,3.94,0.99,0.21,71.88,90.48,2
9984,20.16,23.13,3.57,1.32,26.71,143.01,2
9985,2.1,2.19,0.5,0.04,29.11,138.91,1
9986,19.74,21.7,1.08,2.28,61.43,109.0,2
9987,17.35,18.04,0.98,0.57,50.04,204.11,2
9988,60.06,65.07,29.58,14.99,32.19,411.38,4
9989,4.06,4.97,0.97,0.71,43.39,77.24,1
9990,16.88,22.09,10.75,18.36,53.66,160.37,2
9991,33.18,35.93,3.63,5.51,57.59,125.19,3
9992,19.82,26.61,10.69,4.37,28.76,202.2,2
9993,58.98,60.87,15.28,22.24,14.36,582.46,4
9994,9.35,10.7,2.9,2.93,48.45,97.37,1
9995,4.66,6.19,1.15,0.71,47.05,176.92,1
9996,17.85,20.0,4.65,3.19,54.5,116.29,2
9997,7.48,8.39,4.92,6.89,43.42,117.55,1
9998,17.9,20.13,16.02,8.24,18.57,233.4,2
9999,6.87,8.29,3.34,1.81,46.32,195.38,1
10000,5.9,10.31,2.27,0.35,29.26,107.37,1
10001,121.9,139.54,19.93,32.57,28.64,399.41,5
10002,37.52,42.59,7.46,7.45,38.32,309.79,3
10003,40.92,49.91,10.65,5.58,14.46,310.5,3
10004,37.57,40.58,5.18,5.88,57.58,191.84,3
10005,20.84,23.45,4.15,4.1,58.54,139.56,2
10006,9.91,12.29,15.64,13.97,21.28,192.53,1
10007,7.65,9.56,8.75,7.65,32.97,184.61,1
10008,51.56,64.13,7.93,16.11,67.22,166.92,4
10009,11.25,12.81,1.98,1.26,49.73,170.9,2
10010,52.85,55.1,5.18,3.53,82.88,269.91,4
10011,8.78,17.06,1.46,0.21,33.25,68.84,1
10012,32.96,36.74,5.23,10.42,61.39,142.32,3
10013,32.96,36.74,5.23,10.42,61.39,142.32,3
10014,32.96,36.74,5.23,10.42,61.39,142.32,3
10015,66.07,76.14,10.52,17.22,48.52,216.74,4
10017,9.76,21.56,9.76,2.65,77.77,115.45,2
10018,9.73,11.88,8.62,5.01,16.24,190.35,1
10019,8.62,13.43,4.41,4.99,46.27,90.37,1
10021,17.9,20.13,16.02,8.24,18.57,233.4,2
10022,23.9,28.77,11.61,24.56,53.67,198.17,2
10023,70.71,76.35,17.83,14.53,12.84,296.89,4
10025,3.16,4.67,0.7,0.33,44.37,161.37,1
10027,14.56,19.02,3.71,1.65,12.36,159.84,2
10029,34.47,40.49,19.0,41.12,44.98,316.49,3
10030,12.65,35.42,2.0,2.65,92.15,102.55,2
10031,10.68,13.05,4.51,1.1,25.39,138.98,2
10032,23.04,28.0,13.66,21.16,41.27,160.79,2
10033,15.83,20.37,2.08,2.97,43.8,137.31,2
10034,34.52,38.58,13.48,17.6,62.66,270.65,3
10035,13.67,14.49,14.01,6.06,59.38,274.43,2
10036,11.25,12.81,1.98,1.26,49.73,170.9,2
10037,86.66,92.06,35.22,27.47,8.69,519.32,5
10038,6.82,8.92,8.83,5.91,28.3,107.49,1
10039,17.35,18.04,0.98,0.57,50.04,204.11,2
10040,28.67,30.83,10.64,7.08,17.99,186.52,3
10041,124.36,137.19,10.32,13.61,48.51,338.7,5
10042,90.5,93.78,13.29,11.01,31.71,393.67,5
10043,13.6,18.83,2.44,7.47,63.36,119.77,2
10044,19.47,22.53,2.67,3.76,64.8,128.41,2
10045,5.9,7.65,1.31,0.68,50.94,195.35,1
10046,17.43,18.93,1.48,1.36,30.4,122.33,2
10047,12.87,18.4,12.87,2.98,27.6,59.83,2
10048,71.33,76.34,13.43,10.01,23.23,282.9,4
10049,19.82,26.61,10.69,4.37,28.76,202.2,2
10051,30.83,35.29,10.43,21.48,49.08,156.45,3
10052,114.86,119.86,23.97,18.35,26.1,472.39,5
10053,30.22,35.72,19.57,44.12,40.08,320.05,3
10054,30.22,35.72,19.57,44.12,40.08,320.05,3
10055,10.73,28.88,0.43,0.53,85.62,62.76,2
10057,76.08,77.3,14.96,10.35,57.35,360.35,5
10058,13.72,14.53,12.74,6.11,58.3,293.31,2
10059,76.9,80.36,16.16,7.0,23.44,455.77,5
10061,23.04,28.0,13.66,21.16,41.27,160.79,2
10062,51.76,55.0,8.47,4.69,27.77,206.59,4
10063,21.57,22.53,1.31,1.22,61.65,218.15,2
10064,30.74,149.78,0.93,0.46,62.65,84.52,4
10065,44.82,46.6,3.36,2.3,29.32,244.57,3
10066,50.72,53.81,3.2,3.24,57.95,238.86,4
10067,5.43,7.0,1.5,0.95,47.67,184.23,1
10068,40.69,44.62,5.27,5.58,52.85,213.06,3
10069,6.24,6.84,1.13,0.38,16.12,116.07,1
10070,15.01,15.47,0.93,0.76,11.72,141.85,2
10071,23.9,28.77,11.61,24.56,53.67,198.17,2
10072,15.75,18.99,7.68,5.1,24.87,115.18,2
10073,38.19,43.16,8.62,9.8,46.44,311.25,3
10074,20.1,24.55,7.86,4.01,31.82,201.82,2
10075,18.67,22.02,7.44,10.42,46.39,127.81,2
10077,41.23,44.25,19.46,12.88,19.47,293.58,3
10078,8.43,10.11,8.56,1.96,16.6,162.7,1
10079,57.13,58.63,19.43,9.94,33.19,421.19,4
10080,101.4,105.81,9.47,6.41,26.92,245.13,5
10081,12.62,21.44,8.65,0.49,70.61,61.13,2
10082,17.02,18.3,2.87,1.07,27.3,145.26,2
10083,135.37,139.57,28.46,7.54,24.78,575.39,5
10084,101.21,103.53,7.08,3.21,29.44,434.64,5
10085,52.9,60.15,20.09,18.24,15.62,293.41,4
10086,1.55,3.97,0.94,0.19,73.24,90.7,2
10087,11.94,15.28,7.33,3.26,40.03,124.72,2
10088,28.88,34.6,9.13,7.51,27.93,238.71,3
10089,7.52,8.78,4.83,2.42,44.36,199.22,1
10090,26.08,103.98,4.19,0.63,85.61,98.84,4
10091,7.77,25.36,0.12,0.23,59.56,55.62,2
10092,30.74,149.78,0.93,0.46,62.65,84.52,4
10093,17.85,20.0,4.65,3.19,54.5,116.29,2
10094,121.9,139.54,19.93,32.57,28.64,399.41,5
10095,0.9,1.0,0.29,0.05,41.09,83.9,1
10096,2.52,3.04,2.56,0.96,31.19,98.31,1
10097,48.1,50.36,18.27,12.29,33.87,392.05,3
10098,14.42,16.09,10.81,3.92,19.39,223.79,2
10099,51.56,64.13,7.93,16.11,67.22,166.92,4
10100,4.51,5.28,3.61,2.05,29.19,159.44,1
10101,2.52,3.04,2.56,0.96,31.19,98.31,1
10102,14.12,17.09,2.68,3.84,57.32,104.76,2
10103,56.64,65.12,24.27,34.49,36.91,342.09,4
10104,14.42,16.09,10.81,3.92,19.39,223.79,2
10105,14.89,23.28,16.03,1.49,56.09,68.88,2
10106,78.41,85.76,17.95,26.98,46.47,367.53,5
10107,8.66,10.94,7.98,4.81,9.41,295.34,1
10108,17.69,22.03,10.36,10.9,42.25,143.77,2
10109,30.83,35.29,10.43,21.48,49.08,156.45,3
10110,52.92,54.53,17.44,11.25,33.52,394.18,4
10111,73.36,78.3,16.56,13.28,20.31,302.17,4
10112,9.51,15.58,5.07,1.87,95.58,92.89,2
10113,81.06,87.16,8.74,17.27,55.05,307.55,5
10114,106.66,114.8,20.18,17.67,5.55,572.03,5
10115,2.23,3.69,0.6,0.32,40.07,142.42,1
10116,53.14,58.46,16.13,11.91,22.27,229.11,4
10117,59.8,62.8,4.02,2.4,11.18,338.95,4
10119,21.75,32.0,6.0,15.16,65.04,125.42,2
10120,21.01,23.56,6.46,4.01,40.73,158.77,2
10121,39.19,39.86,4.38,1.5,34.35,271.15,3
10123,20.59,42.51,9.23,4.11,74.22,131.78,2
10125,11.21,12.86,7.18,1.77,17.56,223.18,2
10126,8.81,10.29,4.27,1.3,22.24,218.22,1
10127,8.09,9.04,2.77,1.89,23.66,108.77,1
10128,31.25,33.92,9.92,5.8,52.48,235.68,3
10129,19.82,26.61,10.69,4.37,28.76,202.2,2
10130,11.68,12.37,6.24,1.7,8.52,177.18,2
10131,66.07,76.14,10.52,17.22,48.52,216.74,4
10132,50.72,53.81,3.2,3.24,57.95,238.86,4
10133,53.94,59.63,14.62,10.98,18.8,244.54,4
10135,52.85,55.1,5.18,3.53,82.88,269.91,4
10136,10.13,15.0,5.78,1.87,80.63,92.68,2
10137,67.38,72.4,12.77,10.39,18.88,279.47,4
10138,62.68,64.5,6.76,5.1,40.99,278.19,4
10139,44.28,48.54,6.89,8.53,61.59,236.53,3
10140,27.4,33.59,14.82,28.86,51.24,232.51,3
10141,98.05,106.34,9.52,40.41,9.5,1066.52,5
10142,11.5,14.86,4.33,7.04,49.19,100.75,2
10143,58.98,60.87,15.28,22.24,14.36,582.46,4
10144,68.31,72.27,12.32,6.96,22.33,367.72,4
10145,8.09,9.04,2.77,1.89,23.66,108.77,1
10146,38.28,42.04,15.76,17.26,38.21,259.58,3
10147,58.98,60.87,15.28,22.24,14.36,582.46,4
10148,17.02,18.3,2.87,1.07,27.3,145.26,2
10149,143.76,154.01,10.85,15.1,56.2,374.04,5
10150,136.35,143.38,19.66,21.49,25.73,402.79,5
10151,5.99,10.55,2.13,0.3,32.88,104.81,1
10153,5.61,5.86,0.89,0.75,24.19,119.89,1
10155,8.39,10.32,3.37,3.03,20.98,133.2,1
10156,70.33,325.05,0.5,0.16,49.58,84.02,5
10157,22.32,23.61,9.9,4.33,33.31,208.93,2
10158,21.79,37.77,10.07,8.39,72.74,137.63,2
10159,18.79,22.63,4.1,7.43,49.45,113.71,2
10160,126.38,132.51,11.19,13.09,48.07,406.42,5
10161,21.75,32.0,6.0,15.16,65.04,125.42,2
10162,30.59,33.12,3.09,2.41,55.94,184.71,3
10163,86.57,89.4,13.91,10.68,57.47,213.65,5
10164,9.64,11.34,3.21,1.09,8.35,137.18,1
10165,35.74,40.24,8.26,7.55,50.27,144.99,3
10166,58.98,60.87,15.28,22.24,14.36,582.46,4
10167,132.79,144.13,10.4,14.25,52.95,354.84,5
10168,21.75,33.82,6.95,3.12,70.08,130.4,2
10169,12.47,16.77,7.32,11.04,42.08,112.29,2
10170,60.39,64.76,5.91,11.12,53.25,201.69,4
10171,65.83,69.95,4.67,7.98,55.11,199.75,4
10173,105.97,113.04,54.12,30.78,5.72,474.13,5
10174,13.26,14.58,2.22,0.81,23.88,121.1,2
10175,8.43,9.86,2.7,3.36,41.75,91.69,1
10176,70.61,73.35,6.86,9.02,50.49,355.63,4
10177,44.92,51.63,10.65,13.53,45.33,274.51,3
10178,101.21,103.53,7.08,3.21,29.44,434.64,5
10179,7.47,8.79,4.61,2.58,42.73,194.5,1
10180,3.49,3.6,2.28,1.28,42.78,135.14,1
10181,2.71,2.89,4.07,1.23,44.51,166.08,1
10183,95.53,99.04,25.27,11.98,23.05,442.93,5
10184,76.51,94.84,19.48,18.02,12.37,646.66,5
10185,4.08,4.42,5.25,2.08,44.9,169.27,1
10186,7.4,23.47,4.75,0.32,63.63,55.14,2
10187,48.1,50.36,18.27,12.29,33.87,392.05,3
10188,9.73,11.88,8.62,5.01,16.24,190.35,1
10189,81.45,91.98,7.82,18.97,72.49,269.22,5
10190,12.62,38.84,6.58,0.34,76.57,108.22,2
10191,11.78,16.88,7.78,5.04,55.73,117.74,2
10192,15.31,16.52,7.17,4.06,18.24,104.78,2
10193,13.2,14.37,1.84,0.68,19.2,120.52,2
10194,60.06,65.07,29.58,14.99,32.19,411.38,4
10195,35.44,40.0,5.67,7.85,30.33,190.85,3
10196,34.52,38.58,13.48,17.6,62.66,270.65,3
10197,53.81,66.19,7.27,15.65,69.43,161.85,4
10198,98.05,106.34,9.52,40.41,9.5,1066.52,5
10199,51.56,64.13,7.93,16.11,67.22,166.92,4
10200,8.61,10.58,4.04,8.49,32.67,106.72,1
10201,63.15,66.91,21.08,21.64,22.14,383.24,4
10202,2.15,2.3,0.52,0.03,22.57,133.19,1
10203,2.15,2.3,0.52,0.03,22.57,133.19,1
10204,7.48,8.39,4.92,6.89,43.42,117.55,1
10205,124.63,132.3,26.48,33.89,18.62,444.36,5
10206,76.39,80.2,16.42,8.4,20.89,431.29,5
10207,119.68,122.39,9.54,3.31,23.63,498.66,5
10208,54.74,60.8,13.11,10.05,15.35,259.89,4
10209,72.39,75.28,11.99,9.02,35.61,358.77,4
10210,54.57,55.83,15.86,7.7,37.69,396.06,4
10211,7.14,8.22,14.68,1.81,21.19,133.34,1
10212,76.08,77.3,14.96,10.35,57.35,360.35,5
10213,2.19,2.34,3.32,0.32,68.83,65.13,2
10214,9.07,9.83,0.91,0.18,21.38,195.65,1
10215,10.4,15.94,5.82,0.43,19.54,65.53,2
10216,17.43,18.93,1.48,1.36,30.4,122.33,2
10217,2.68,3.2,1.75,0.3,12.54,171.23,1
10218,4.36,4.56,3.12,0.17,15.66,118.29,1
10219,4.58,5.09,0.96,0.27,13.68,119.01,1
10220,12.53,13.63,3.67,1.35,19.74,146.46,2
10221,8.93,9.92,3.57,0.58,17.47,226.36,1
10222,2.4,2.6,4.51,0.29,59.01,71.1,1
10223,2.4,2.6,4.51,0.29,59.01,71.1,1
10224,13.66,38.15,0.35,0.7,87.98,64.27,2
10225,149.8,153.35,45.61,26.46,42.0,917.45,5
10226,72.05,77.52,22.28,18.45,32.14,372.55,4
10227,10.91,15.86,7.35,4.5,57.43,119.12,2
10228,6.09,10.78,1.98,0.24,36.47,102.27,1
10229,39.76,41.59,16.76,8.79,17.74,272.8,3
10230,12.77,15.2,6.37,2.68,32.24,125.94,2
10231,61.64,63.53,6.69,5.45,35.47,291.33,4
10232,67.77,71.09,16.54,15.34,28.87,371.01,4
10233,5.63,10.91,4.28,0.18,54.72,113.54,1
10235,66.07,76.14,10.52,17.22,48.52,216.74,4
10236,6.77,7.79,4.16,0.63,6.75,211.31,1
10237,28.67,30.83,10.64,7.08,17.99,186.52,3
10238,34.07,43.96,4.4,11.82,65.85,131.52,3
10239,30.28,33.54,6.31,4.1,28.38,174.39,3
10240,14.77,17.01,15.77,9.8,20.39,218.51,2
10241,59.92,65.7,32.26,23.16,37.3,352.92,4
10242,78.08,80.49,14.7,9.39,51.71,183.45,5
10243,13.2,14.37,1.84,0.68,19.2,120.52,2
10244,2.68,3.2,1.75,0.3,12.54,171.23,1
10245,52.9,60.15,20.09,18.24,15.62,293.41,4
10246,11.63,13.89,15.52,11.37,22.21,203.61,2
10247,4.02,5.03,2.69,0.92,34.81,150.19,1
10248,12.77,15.2,6.37,2.68,32.24,125.94,2
10249,57.13,58.63,19.43,9.94,33.19,421.19,4
10252,51.76,55.0,8.47,4.69,27.77,206.59,4
10253,28.67,30.83,10.64,7.08,17.99,186.52,3
10254,53.94,59.63,14.62,10.98,18.8,244.54,4
10255,9.82,10.82,1.42,0.58,20.66,106.83,1
10256,17.85,20.0,4.65,3.19,54.5,116.29,2
10257,56.85,59.97,9.04,10.43,46.77,259.28,4
10258,72.05,77.52,22.28,18.45,32.14,372.55,4
10259,12.77,14.63,7.71,2.13,16.62,162.09,2
10260,34.52,38.58,13.48,17.6,62.66,270.65,3
10261,30.55,34.54,11.55,7.68,30.97,184.15,3
10262,11.53,12.65,1.71,0.77,25.96,108.25,2
10263,21.64,29.61,3.84,7.58,72.04,109.06,2
10265,12.0,14.41,6.24,2.18,21.88,129.11,2
10266,56.85,59.97,9.04,10.43,46.77,259.28,4
10267,14.37,18.39,1.81,2.8,46.38,135.54,2
10268,57.67,60.05,7.81,6.7,49.57,274.55,4
10269,20.14,21.12,2.99,3.9,45.95,158.56,2
10270,20.55,22.62,2.09,2.51,56.35,119.95,2
10271,54.09,55.18,7.35,2.21,34.2,258.25,4
10273,18.93,21.17,11.99,9.9,47.69,203.22,2
10274,46.91,49.0,15.46,8.51,32.55,293.58,3
10275,12.77,14.63,7.71,2.13,16.62,162.09,2
10276,9.37,10.72,15.43,2.1,24.13,134.45,1
10277,2.93,5.38,4.18,3.87,30.51,89.87,1
10278,1.3,2.87,0.35,0.13,35.3,118.94,1
10279,118.86,123.26,25.07,6.3,26.71,510.5,5
10280,26.82,30.77,10.71,6.3,28.7,173.28,3
10281,13.95,18.89,1.71,2.26,94.57,106.13,2
10282,9.37,10.72,15.43,2.1,24.13,134.45,1
10283,86.83,90.31,29.67,14.74,13.45,485.43,5
10285,13.65,14.14,1.18,0.58,45.45,181.61,2
10286,159.65,165.35,36.77,8.62,15.65,704.64,5
10287,32.31,50.46,16.34,7.07,31.76,211.81,3
10288,30.07,37.43,10.96,5.49,38.74,276.77,3
10289,18.01,20.37,3.34,2.34,47.46,113.21,2
10290,5.18,6.0,1.58,0.31,4.58,159.98,1
10291,23.91,27.36,4.44,4.15,56.74,120.74,2
10292,14.73,16.83,1.79,1.75,50.01,110.43,2
10293,5.18,6.0,1.58,0.31,4.58,159.98,1
10294,12.77,15.2,6.37,2.68,32.24,125.94,2
10295,62.06,68.77,17.8,19.47,17.6,293.04,4
10296,15.17,17.96,8.16,4.35,16.43,185.01,2
10297,29.37,59.03,13.96,15.28,73.23,129.22,3
10298,41.09,45.19,12.62,12.36,37.69,257.35,3
10299,34.07,43.96,4.4,11.82,65.85,131.52,3
10300,8.47,14.08,2.3,1.33,64.71,86.35,2
10301,7.33,8.27,0.8,0.28,3.73,183.51,1
10302,12.65,35.42,2.0,2.65,92.15,102.55,2
10303,57.23,60.17,13.74,11.76,33.92,342.12,4
10304,7.77,25.36,0.12,0.23,59.56,55.62,2
10305,20.16,23.13,3.57,1.32,26.71,143.01,2
10306,2.1,2.19,0.5,0.04,29.11,138.91,1
10307,38.28,42.04,15.76,17.26,38.21,259.58,3
10308,3.71,4.2,0.75,0.35,8.94,150.62,1
10309,48.09,49.74,6.6,2.25,38.82,299.21,3
10310,1.3,2.87,0.35,0.13,35.3,118.94,1
10311,29.01,31.65,10.54,8.77,45.51,252.48,3
10312,44.69,47.42,28.77,16.33,30.4,420.38,3
10313,35.74,40.24,8.26,7.55,50.27,144.99,3
10314,62.63,72.46,13.26,15.67,41.11,366.15,4
10315,62.06,68.77,17.8,19.47,17.6,293.04,4
10316,35.74,40.24,8.26,7.55,50.27,144.99,3
10317,62.63,72.46,13.26,15.67,41.11,366.15,4
10318,12.77,15.2,6.37,2.68,32.24,125.94,2
10319,24.05,25.72,1.72,2.56,62.68,121.58,2
10320,8.08,9.8,6.41,3.07,7.83,251.49,1
10321,2.86,3.48,0.7,0.27,32.2,139.29,1
10322,13.95,18.89,1.71,2.26,94.57,106.13,2
10323,21.75,23.27,8.83,7.27,16.73,376.14,2
10324,8.09,9.04,2.77,1.89,23.66,108.77,1
10325,4.02,5.03,2.69,0.92,34.81,150.19,1
10326,11.5,14.86,4.33,7.04,49.19,100.75,2
10327,7.33,8.27,0.8,0.28,3.73,183.51,1
10328,5.4,11.57,3.63,0.39,64.98,103.14,2
10329,37.52,42.59,7.46,7.45,38.32,309.79,3
10330,18.01,20.37,3.34,2.34,47.46,113.21,2
10331,76.08,77.3,14.96,10.35,57.35,360.35,5
10332,10.73,28.88,0.43,0.53,85.62,62.76,2
10333,11.16,13.0,1.42,1.65,44.53,113.16,2
10334,4.72,5.44,3.37,1.85,31.04,158.33,1
10335,18.93,21.17,11.99,9.9,47.69,203.22,2
10336,18.93,21.17,11.99,9.9,47.69,203.22,2
10337,105.11,108.74,26.24,14.23,13.15,417.76,5
10338,9.45,10.13,2.56,1.82,38.12,100.26,1
10339,30.59,33.12,3.09,2.41,55.94,184.71,3
10340,35.44,40.0,5.67,7.85,30.33,190.85,3
10341,21.75,23.27,8.83,7.27,16.73,376.14,2
10342,147.61,155.56,23.84,25.11,36.1,515.24,5
10343,41.23,44.25,19.46,12.88,19.47,293.58,3
10344,35.7,42.88,12.81,7.6,31.66,255.06,3
10345,11.68,12.37,6.24,1.7,8.52,177.18,2
10346,110.98,116.6,3.95,8.04,56.63,315.02,5
10347,14.77,17.01,15.77,9.8,20.39,218.51,2
10348,7.48,8.39,4.92,6.89,43.42,117.55,1
10349,46.56,49.22,23.68,16.98,14.57,379.67,3
10350,47.68,51.24,8.58,9.32,56.3,253.03,3
10351,41.55,48.57,11.46,12.83,30.47,368.86,3
10352,53.94,59.63,14.62,10.98,18.8,244.54,4
10353,14.56,19.02,3.71,1.65,12.36,159.84,2
10354,9.48,11.02,8.0,2.12,15.54,120.5,1
10355,90.36,94.56,18.75,9.62,27.27,381.3,5
10356,54.74,60.8,13.11,10.05,15.35,259.89,4
10357,9.73,11.88,8.62,5.01,16.24,190.35,1
10358,6.77,7.79,4.16,0.63,6.75,211.31,1
10359,73.64,75.59,5.66,1.62,37.56,343.32,4
10361,46.99,54.31,11.86,13.37,29.36,393.74,3
10362,66.12,72.66,37.99,29.12,37.4,349.1,4
10363,4.78,5.51,1.27,0.08,85.89,81.4,2
10364,23.91,27.36,4.44,4.15,56.74,120.74,2
10365,57.67,60.05,7.81,6.7,49.57,274.55,4
10366,19.74,21.7,1.08,2.28,61.43,109.0,2
10367,8.22,12.23,5.11,5.51,39.74,88.47,1
10368,12.62,38.84,6.58,0.34,76.57,108.22,2
10369,9.45,10.82,7.43,1.62,17.84,119.02,1
10370,4.58,5.09,0.96,0.27,13.68,119.01,1
10371,12.77,15.2,6.37,2.68,32.24,125.94,2
10372,20.55,22.62,2.09,2.51,56.35,119.95,2
10373,81.06,83.83,5.65,4.94,37.99,191.49,5
10374,73.47,74.64,14.25,7.15,55.57,352.03,4
10375,70.61,73.35,6.86,9.02,50.49,355.63,4
10376,8.79,12.28,3.83,4.04,18.07,118.39,1
10378,50.61,52.27,7.3,4.56,34.78,304.88,4
10379,13.26,14.58,2.22,0.81,23.88,121.1,2
10380,20.1,24.55,7.86,4.01,31.82,201.82,2
10381,29.93,34.37,24.73,24.56,7.69,304.87,3
10382,16.53,17.99,5.32,7.36,31.17,240.77,2
10383,66.07,76.14,10.52,17.22,48.52,216.74,4
10385,68.31,72.27,12.32,6.96,22.33,367.72,4
10386,34.07,43.96,4.4,11.82,65.85,131.52,3
10387,70.61,73.35,6.86,9.02,50.49,355.63,4
10388,38.72,41.7,15.55,8.87,32.58,264.14,3
10389,14.77,17.01,15.77,9.8,20.39,218.51,2
10390,54.09,55.18,7.35,2.21,34.2,258.25,4
10391,34.52,38.58,13.48,17.6,62.66,270.65,3
10393,14.77,17.01,15.77,9.8,20.39,218.51,2
10394,13.96,15.65,3.8,1.44,25.51,133.78,2
10395,9.37,10.72,15.43,2.1,24.13,134.45,1
10396,5.78,11.15,2.18,0.26,30.25,102.9,1
10397,18.33,20.13,1.38,0.79,28.97,115.06,2
10398,5.61,5.86,0.89,0.75,24.19,119.89,1
10399,7.6,8.72,11.72,1.75,30.13,132.21,1
10401,119.96,124.48,25.38,10.99,54.52,400.57,5
10402,37.83,39.83,16.96,9.3,22.35,255.24,3
10403,70.26,74.28,4.58,4.26,30.94,279.74,4
10404,42.86,44.12,2.46,1.46,35.24,187.02,3
10405,157.62,164.41,18.91,12.63,23.08,386.73,5
10407,55.79,69.91,12.14,21.17,59.71,217.94,4
10408,205.57,219.83,34.93,29.82,24.16,708.07,5
10409,73.64,75.59,5.66,1.62,37.56,343.32,4
10411,30.31,32.69,19.27,13.16,26.58,308.85,3
10412,81.27,82.22,24.36,21.75,50.03,705.31,5
10413,103.05,109.65,7.66,11.06,74.72,308.99,5
10414,40.34,41.73,3.48,2.95,90.51,261.01,3
10415,38.63,42.06,25.06,18.78,17.95,421.1,3
10416,93.18,100.53,47.23,31.68,11.93,429.35,5
10417,93.18,100.53,47.23,31.68,11.93,429.35,5
10418,8.43,10.11,8.56,1.96,16.6,162.7,1
10419,78.41,85.76,17.95,26.98,46.47,367.53,5
10420,6.87,8.29,3.34,1.81,46.32,195.38,1
10421,34.38,34.89,2.62,0.42,40.92,254.46,3
10422,41.3,46.85,15.03,32.13,47.12,278.63,3
10423,37.32,40.78,13.98,14.18,41.01,241.63,3
10424,14.47,18.32,7.35,15.45,59.3,135.79,2
10425,3.95,11.63,1.2,0.56,80.78,55.81,2
10426,3.46,4.11,1.07,0.1,9.44,192.6,1
10427,19.29,21.4,8.05,3.94,8.73,205.16,2
10428,101.68,105.27,23.42,16.63,15.9,411.27,5
10429,46.92,53.49,12.94,15.81,38.31,299.17,3
10430,16.53,17.99,5.32,7.36,31.17,240.77,2
10431,127.17,138.84,14.05,23.47,55.3,406.44,5
10432,20.87,38.57,12.12,4.01,47.13,175.85,2
10433,2.23,3.69,0.6,0.32,40.07,142.42,1
10434,5.4,11.57,3.63,0.39,64.98,103.14,2
10435,72.05,77.52,22.28,18.45,32.14,372.55,4
10436,13.96,15.65,3.8,1.44,25.51,133.78,2
10437,41.09,45.19,12.62,12.36,37.69,257.35,3
10438,2.1,2.19,0.5,0.04,29.11,138.91,1
10439,46.75,50.65,18.09,8.95,19.9,414.55,3
10440,46.75,50.65,18.09,8.95,19.9,414.55,3
10441,42.95,45.75,7.47,7.39,39.02,228.93,3
10442,121.9,139.54,19.93,32.57,28.64,399.41,5
10443,8.85,14.05,3.5,2.09,94.95,85.77,2
10444,32.48,35.4,14.05,9.04,25.47,202.79,3
10445,18.07,27.01,4.91,4.43,69.82,129.08,2
10446,21.75,32.0,6.0,15.16,65.04,125.42,2
10447,6.96,8.09,3.36,0.92,14.43,149.86,1
10448,205.57,219.83,34.93,29.82,24.16,708.07,5
10449,27.6,28.39,2.46,0.5,16.94,246.57,3
10450,106.04,110.19,16.04,14.89,43.69,419.75,5
10451,98.05,106.34,9.52,40.41,9.5,1066.52,5
10452,10.12,11.71,1.47,0.66,38.79,102.33,2
10453,21.79,37.77,10.07,8.39,72.74,137.63,2
10454,4.09,4.59,6.77,2.63,41.33,182.37,1
10455,16.18,18.5,3.84,2.32,20.74,147.97,2
10456,9.95,11.29,4.32,10.32,39.01,118.78,1
10457,6.26,7.8,2.08,1.03,49.91,196.26,1
10458,21.57,22.53,1.31,1.22,61.65,218.15,2
10459,122.3,127.79,38.07,22.37,17.85,515.26,5
10460,2.45,4.44,2.89,2.37,30.17,80.66,1
10461,15.99,19.88,6.11,2.14,26.6,179.14,2
10462,32.24,33.02,1.48,2.07,102.63,239.3,3
10463,18.07,27.01,4.91,4.43,69.82,129.08,2
10464,27.14,29.68,4.68,3.62,16.84,160.34,3
10465,144.69,151.99,21.18,21.66,37.74,507.15,5
10466,10.31,15.1,4.04,1.2,73.29,84.06,2
10467,27.14,29.68,4.68,3.62,16.84,160.34,3
10469,38.14,40.78,16.62,9.6,28.82,255.04,3
10470,8.09,9.04,2.77,1.89,23.66,108.77,1
10471,1.3,2.87,0.35,0.13,35.3,118.94,1
10473,37.57,40.58,5.18,5.88,57.58,191.84,3
10474,19.85,27.31,15.45,5.46,54.89,284.28,2
10475,8.85,10.16,6.45,3.42,24.83,204.69,1
10476,0.54,1.23,0.13,0.09,79.19,74.29,2
10477,0.56,1.32,0.11,0.07,79.29,73.82,2
10478,0.56,1.32,0.11,0.07,79.29,73.82,2
10479,0.58,1.46,0.12,0.08,79.05,73.61,2
