location_id,pm2_5,pm10,no2,so2,o3,co,aqi,temperature,humidity,wind_speed,latitude,longitude,pollution_source
9909,17.35,18.04,0.98,0.57,50.04,204.11,2,17.62,82,2.56,46.8028,130.27510000000004,burning
9910,33.6,36.75,14.97,13.4,25.58,260.02,3,23.26,80,0.89,34.81333999999999,113.56746,vehicular
9911,3.4,4.08,1.96,1.51,32.19,146.76,1,24.62,91,2.33,21.6687,110.9107,industrial
9912,14.02,14.86,13.18,5.7,54.08,290.62,2,23.54,90,5.8,38.8638,121.6251,vehicular
9913,39.41,42.34,13.27,9.84,33.81,272.43,3,21.13,88,1.82,37.4674,116.30320000000002,vehicular
9914,6.68,7.01,0.89,0.56,68.56,146.68,2,20.92,96,1.17,40.1461,124.3933,unknown
9915,16.79,17.32,1.95,1.35,15.57,164.72,2,17.3,97,1.07,41.7173,125.9358,industrial
9916,22.68,30.62,3.91,7.6,75.81,108.65,2,15.77,75,0.94,41.0385,113.1076,vehicular
9917,65.84,69.65,14.15,9.59,23.55,435.03,4,16.89,87,2.83,46.652800000000006,126.96399999999998,vehicular
9918,47.25,51.92,10.87,10.65,16.95,271.43,3,16.34,89,0.93,35.0994,109.0656,vehicular
9919,0.9,1.0,0.29,0.05,41.09,83.9,1,13.87,90,1.75,50.2391,127.50440000000002,natural
9920,32.77,35.53,8.92,23.97,18.88,169.35,3,25.12,87,0.37,25.2178,110.28690000000002,vehicular
9921,8.79,12.28,3.83,4.04,18.07,118.39,1,17.38,95,1.01,27.3125,105.2864,industrial
9922,2.1,2.19,0.5,0.04,29.11,138.91,1,11.64,69,1.27,29.6514,91.1319,natural
9923,118.04,123.67,10.73,3.71,21.72,311.5,5,20.07,82,0.79,41.5648,120.4176,vehicular
9924,19.85,27.31,15.45,5.46,54.89,284.28,2,21.59,35,4.47,38.5061,102.1708,vehicular
9925,149.21,156.87,32.69,27.02,22.83,606.91,5,24.64,93,2.66,32.4878,119.905,vehicular
9926,3.15,3.39,0.57,0.71,40.04,86.85,1,12.26,94,0.57,50.4217,124.1303,natural
9927,11.4,21.84,3.21,0.64,58.44,75.68,2,18.97,49,2.18,36.10309999999999,103.631,unknown
9929,8.15,14.29,15.86,2.28,43.91,57.12,1,10.66,38,1.49,36.2866,100.61879999999998,industrial
9930,13.2,14.37,1.84,0.68,19.2,120.52,2,18.92,87,1.13,34.2629,108.99299999999998,burning
9931,42.98,50.03,17.84,35.05,54.9,309.27,3,25.52,85,2.45,31.670999999999996,120.721,vehicular
9932,81.27,82.22,24.36,21.75,50.03,705.31,5,20.67,89,2.16,41.0883,122.0485,vehicular
9933,20.55,22.62,2.09,2.51,56.35,119.95,2,25.15,83,1.85,25.800099999999997,113.0161,industrial
9934,19.47,22.53,2.67,3.76,64.8,128.41,2,23.13,97,0.85,29.278899999999997,117.1894,industrial
9935,37.79,45.0,12.47,8.5,37.04,242.8,3,21.7,87,1.38,29.5817,105.0653,vehicular
9936,37.79,45.0,12.47,8.5,37.04,242.8,3,21.83,87,1.31,29.5822,105.0406,vehicular
9937,129.56,135.63,10.74,4.72,23.9,324.51,5,19.68,81,0.72,41.5969,120.3806,vehicular
9939,141.21,151.08,10.47,14.9,57.42,371.07,5,22.4,80,0.74,39.9365,116.462,vehicular
9940,10.06,14.87,4.79,1.27,73.25,86.14,2,26.03,17,3.91,44.1756,87.5475,vehicular
9941,30.59,33.12,3.09,2.41,55.94,184.71,3,17.56,68,3.74,47.3227,123.9483,industrial
9943,16.21,17.06,1.43,0.45,9.59,128.72,2,18.68,91,0.71,34.5101,109.52930000000002,burning
9944,80.61,83.23,11.91,9.73,37.51,368.53,5,24.41,94,0.81,34.277800000000006,117.2933,vehicular
9945,11.91,14.03,3.06,2.49,39.94,126.45,2,27.47,74,1.71,26.4519,111.5989,industrial
9946,67.64,69.28,2.72,2.37,39.26,312.79,4,18.36,93,2.51,43.79,125.4605,industrial
9947,15.42,17.26,14.11,7.08,26.44,193.73,2,17.9,91,0.96,27.8851,102.2685,vehicular
9948,159.65,165.35,36.77,8.62,15.65,704.64,5,24.66,93,2.42,30.413299999999996,114.8131,vehicular
9949,13.09,15.12,1.09,1.94,48.13,98.05,2,24.47,91,0.77,28.462800000000005,117.9519,industrial
9950,18.93,21.17,11.99,9.9,47.69,203.22,2,21.94,93,0.97,31.2132,107.4988,vehicular
9951,8.39,10.32,3.37,3.03,20.98,133.2,1,17.7,94,0.25,26.2431,105.94079999999998,industrial
9952,16.53,17.99,5.32,7.36,31.17,240.77,2,21.02,95,1.81,27.7019,106.9242,vehicular
9953,56.9,62.09,30.08,26.03,3.35,389.99,4,26.85,78,0.72,23.7106,113.0208,vehicular
9954,20.14,21.12,2.99,3.9,45.95,158.56,2,22.98,73,1.5,34.6686,112.4433,industrial
9955,9.45,10.13,2.56,1.82,38.12,100.26,1,21.32,95,0.83,26.5311,107.8908,industrial
9956,4.42,5.07,3.37,0.7,12.4,105.23,1,27.64,95,1.18,32.6389,110.7258,unknown
9957,5.9,7.65,1.31,0.68,50.94,195.35,1,27.55,82,5.68,22.233499999999996,113.48810000000002,unknown
9958,31.25,33.92,9.92,5.8,52.48,235.68,3,22.75,74,1.22,39.0927,117.202,vehicular
9959,16.12,28.63,5.25,1.51,49.77,118.33,2,18.77,47,4.9,36.5482,104.14650000000002,vehicular
9960,68.31,72.27,12.32,6.96,22.33,367.72,4,19.11,87,3.08,45.7258,126.6411,vehicular
9961,101.21,103.53,7.08,3.21,29.44,434.64,5,18.6,94,2.88,43.87720000000001,125.3716,vehicular
9962,33.35,35.8,8.85,5.67,60.68,228.56,3,22.56,75,1.19,39.1661,117.1444,vehicular
9963,32.24,33.02,1.48,2.07,102.63,239.3,3,21.76,85,1.54,40.7514,120.8392,industrial
9964,12.56,17.83,7.98,5.55,57.15,118.24,2,17.91,63,1.35,40.7612,111.717,vehicular
9965,47.15,49.88,30.79,17.95,31.54,430.6,3,21.97,92,2.26,37.393,117.97759999999998,vehicular
9966,88.7,94.31,19.81,15.15,25.83,382.72,5,24.93,95,2.16,33.574999999999996,119.00700000000002,vehicular
9967,103.05,109.65,7.66,11.06,74.72,308.99,5,21.87,79,0.98,39.526900000000005,116.72440000000002,vehicular
9968,119.96,124.48,25.38,10.99,54.52,400.57,5,23.15,73,2.08,39.820699999999995,119.5134,vehicular
9969,48.64,56.57,6.73,11.18,62.5,171.05,3,16.67,79,1.59,40.8725,114.904,vehicular
9970,4.02,5.14,1.48,0.42,42.29,149.78,1,26.34,87,4.78,21.523300000000003,109.1778,natural
9971,11.68,12.37,6.24,1.7,8.52,177.18,2,25.2,92,1.33,22.8528,108.3141,vehicular
9972,52.85,55.1,5.18,3.53,82.88,269.91,4,20.9,88,0.92,41.1386,121.13030000000002,vehicular
9973,22.27,25.44,2.84,0.31,41.76,136.82,2,18.04,83,1.58,46.070699999999995,122.0931,unknown
9974,4.63,5.58,1.32,1.27,55.63,78.52,1,26.82,82,0.86,29.334,120.04,unknown
9975,8.42,9.62,6.8,3.47,39.82,201.27,1,27.33,81,2.45,22.6058,113.1064,industrial
9976,34.52,38.58,13.48,17.6,62.66,270.65,3,22.79,89,0.69,30.486500000000003,106.63509999999998,vehicular
9977,12.0,14.41,6.24,2.18,21.88,129.11,2,20.63,88,1.58,30.0564,103.8291,vehicular
9979,34.07,43.96,4.4,11.82,65.85,131.52,3,16.66,74,1.38,39.319700000000005,112.4258,vehicular
9980,52.82,56.25,16.6,14.04,32.04,306.4,4,21.72,93,2.42,36.4372,115.9848,vehicular
9981,20.1,24.55,7.86,4.01,31.82,201.82,2,20.62,88,1.29,30.125599999999995,104.6296,vehicular
9982,13.6,18.2,8.99,13.47,40.95,123.12,2,27.36,88,3.65,29.911,121.83580000000002,vehicular
9983,1.55,3.94,0.99,0.21,71.88,90.48,2,12.98,82,4.28,49.2261,119.7594,natural
9984,20.16,23.13,3.57,1.32,26.71,143.01,2,15.06,88,1.38,35.7289,107.68309999999998,industrial
9985,2.1,2.19,0.5,0.04,29.11,138.91,1,11.37,69,0.94,29.647500000000004,91.0874,natural
9986,19.74,21.7,1.08,2.28,61.43,109.0,2,24.7,91,2.04,27.964699999999997,116.385,industrial
9987,17.35,18.04,0.98,0.57,50.04,204.11,2,17.69,81,2.72,46.8032,130.36480000000003,burning
9988,60.06,65.07,29.58,14.99,32.19,411.38,4,21.57,77,0.49,39.6506,118.1705,vehicular
9989,4.06,4.97,0.97,0.71,43.39,77.24,1,25.96,78,1.46,29.077000000000005,119.647,natural
9990,16.88,22.09,10.75,18.36,53.66,160.37,2,28.13,80,3.68,31.2036,121.478,vehicular
9991,33.18,35.93,3.63,5.51,57.59,125.19,3,24.68,92,2.14,29.6815,115.98720000000002,industrial
9992,19.82,26.61,10.69,4.37,28.76,202.2,2,19.76,90,1.87,30.6764,104.1419,vehicular
9993,58.98,60.87,15.28,22.24,14.36,582.46,4,18.37,93,1.78,41.0228,123.1289,vehicular
9994,9.35,10.7,2.9,2.93,48.45,97.37,1,23.72,93,1.41,29.635,119.026,industrial
9995,4.66,6.19,1.15,0.71,47.05,176.92,1,27.51,82,2.62,22.541699999999995,113.98699999999998,natural
9996,17.85,20.0,4.65,3.19,54.5,116.29,2,27.56,73,0.98,25.8471,114.8905,vehicular
9997,7.48,8.39,4.92,6.89,43.42,117.55,1,24.29,93,4.37,37.4236,122.1214,industrial
9998,17.9,20.13,16.02,8.24,18.57,233.4,2,28.63,66,2.52,23.0478,113.1083,vehicular
9999,6.87,8.29,3.34,1.81,46.32,195.38,1,27.55,80,3.18,22.5211,113.3769,industrial
10000,5.9,10.31,2.27,0.35,29.26,107.37,1,18.77,63,4.18,39.5989,109.8119,unknown
10001,121.9,139.54,19.93,32.57,28.64,399.41,5,21.13,87,0.98,38.89589999999999,115.5213,vehicular
10002,37.52,42.59,7.46,7.45,38.32,309.79,3,21.76,83,1.29,30.8023,106.0789,vehicular
10003,40.92,49.91,10.65,5.58,14.46,310.5,3,17.04,96,1.91,32.4246,105.8153,vehicular
10004,37.57,40.58,5.18,5.88,57.58,191.84,3,26.12,70,2.46,29.5186,106.54,vehicular
10005,20.84,23.45,4.15,4.1,58.54,139.56,2,17.55,78,1.65,37.51,111.12829999999998,vehicular
10006,9.91,12.29,15.64,13.97,21.28,192.53,1,27.72,74,2.26,23.0202,113.75329999999998,vehicular
10007,7.65,9.56,8.75,7.65,32.97,184.61,1,27.87,74,2.55,22.9658,113.7383,industrial
10008,51.56,64.13,7.93,16.11,67.22,166.92,4,18.96,81,1.22,37.9854,112.549,vehicular
10009,11.25,12.81,1.98,1.26,49.73,170.9,2,16.98,80,2.59,46.6191,131.1652,industrial
10010,52.85,55.1,5.18,3.53,82.88,269.91,4,21.2,85,1.09,41.0879,121.1115,vehicular
10011,8.78,17.06,1.46,0.21,33.25,68.84,1,17.09,69,1.81,35.5975,104.6169,unknown
10012,32.96,36.74,5.23,10.42,61.39,142.32,3,25.08,82,1.49,26.6272,118.17560000000002,vehicular
10013,32.96,36.74,5.23,10.42,61.39,142.32,3,25.08,82,1.49,26.6369,118.1681,vehicular
10014,32.96,36.74,5.23,10.42,61.39,142.32,3,25.7,82,1.42,26.6489,118.1825,vehicular
10015,66.07,76.14,10.52,17.22,48.52,216.74,4,19.43,87,0.54,37.8486,113.5819,vehicular
10017,9.76,21.56,9.76,2.65,77.77,115.45,2,28.24,17,3.47,45.5893,84.8988,industrial
10018,9.73,11.88,8.62,5.01,16.24,190.35,1,24.88,89,0.4,22.6164,110.1433,industrial
10019,8.62,13.43,4.41,4.99,46.27,90.37,1,26.89,86,0.3,27.9939,120.6748,industrial
10021,17.9,20.13,16.02,8.24,18.57,233.4,2,28.58,65,2.53,23.0453,113.144,vehicular
10022,23.9,28.77,11.61,24.56,53.67,198.17,2,27.85,84,2.48,30.7525,120.7846,vehicular
10023,70.71,76.35,17.83,14.53,12.84,296.89,4,24.98,85,1.82,29.3578,113.1094,vehicular
10025,3.16,4.67,0.7,0.33,44.37,161.37,1,27.05,83,3.05,22.542200000000005,114.494,natural
10027,14.56,19.02,3.71,1.65,12.36,159.84,2,16.76,97,0.82,33.0323,107.00700000000002,industrial
10029,34.47,40.49,19.0,41.12,44.98,316.49,3,27.5,79,2.39,31.286400000000004,120.628,vehicular
10030,12.65,35.42,2.0,2.65,92.15,102.55,2,25.67,20,3.09,44.90789999999999,82.0485,industrial
10031,10.68,13.05,4.51,1.1,25.39,138.98,2,15.6,84,0.88,35.5307,106.7021,vehicular
10032,23.04,28.0,13.66,21.16,41.27,160.79,2,27.95,88,2.64,30.2456,120.1269,vehicular
10033,15.83,20.37,2.08,2.97,43.8,137.31,2,27.52,79,1.61,26.9089,112.5328,industrial
10034,34.52,38.58,13.48,17.6,62.66,270.65,3,21.99,88,0.78,30.4663,106.6271,vehicular
10035,13.67,14.49,14.01,6.06,59.38,274.43,2,23.07,89,5.21,39.0631,121.97620000000002,vehicular
10036,11.25,12.81,1.98,1.26,49.73,170.9,2,17.88,77,2.67,46.6937,131.1511,industrial
10037,86.66,92.06,35.22,27.47,8.69,519.32,5,23.0,90,1.43,36.4847,117.8525,vehicular
10038,6.82,8.92,8.83,5.91,28.3,107.49,1,15.49,95,0.5,26.5506,104.9544,industrial
10039,17.35,18.04,0.98,0.57,50.04,204.11,2,17.68,81,2.85,46.8307,130.3995,burning
10040,28.67,30.83,10.64,7.08,17.99,186.52,3,26.41,84,0.47,24.3134,109.49580000000002,vehicular
10041,124.36,137.19,10.32,13.61,48.51,338.7,5,22.69,82,0.48,39.9136,116.18399999999998,vehicular
10042,90.5,93.78,13.29,11.01,31.71,393.67,5,24.16,95,2.28,34.55779999999999,117.72759999999998,vehicular
10043,13.6,18.83,2.44,7.47,63.36,119.77,2,25.12,94,1.27,28.6542,121.419,industrial
10044,19.47,22.53,2.67,3.76,64.8,128.41,2,23.26,97,0.86,29.2617,117.1547,industrial
10045,5.9,7.65,1.31,0.68,50.94,195.35,1,27.46,82,6.01,22.261799999999997,113.58140000000002,unknown
10046,17.43,18.93,1.48,1.36,30.4,122.33,2,24.64,92,1.04,28.267499999999995,109.6958,agricultural
10047,12.87,18.4,12.87,2.98,27.6,59.83,2,6.58,55,4.17,35.5102,102.0199,vehicular
10048,71.33,76.34,13.43,10.01,23.23,282.9,4,25.13,87,2.26,29.4402,112.9943,vehicular
10049,19.82,26.61,10.69,4.37,28.76,202.2,2,19.97,89,1.8,30.655599999999996,104.0431,vehicular
10051,30.83,35.29,10.43,21.48,49.08,156.45,3,27.7,80,1.49,30.8596,120.1844,vehicular
10052,114.86,119.86,23.97,18.35,26.1,472.39,5,25.79,86,2.65,30.6319,114.135,vehicular
10053,30.22,35.72,19.57,44.12,40.08,320.05,3,27.8,79,2.37,31.155,120.63599999999998,vehicular
10054,30.22,35.72,19.57,44.12,40.08,320.05,3,27.79,79,2.39,31.172,120.658,vehicular
10055,10.73,28.88,0.43,0.53,85.62,62.76,2,29.91,13,4.65,39.4694,75.9755,agricultural
10057,76.08,77.3,14.96,10.35,57.35,360.35,5,21.96,88,2.55,33.6347,114.6758,vehicular
10058,13.72,14.53,12.74,6.11,58.3,293.31,2,23.11,90,3.95,38.9511,121.565,vehicular
10059,76.9,80.36,16.16,7.0,23.44,455.77,5,18.32,90,3.07,45.9855,126.595,vehicular
10061,23.04,28.0,13.66,21.16,41.27,160.79,2,28.49,89,2.7,30.311900000000005,120.11969999999998,vehicular
10062,51.76,55.0,8.47,4.69,27.77,206.59,4,23.96,93,2.6,29.856600000000004,114.29359999999998,vehicular
10063,21.57,22.53,1.31,1.22,61.65,218.15,2,15.69,83,1.68,47.3416,130.2537,industrial
10064,30.74,149.78,0.93,0.46,62.65,84.52,4,26.83,18,1.93,42.8328,93.4961,agricultural
10065,44.82,46.6,3.36,2.3,29.32,244.57,3,17.97,94,2.19,43.8622,126.54,industrial
10066,50.72,53.81,3.2,3.24,57.95,238.86,4,18.93,78,1.75,42.2728,118.9576,industrial
10067,5.43,7.0,1.5,0.95,47.67,184.23,1,27.54,82,4.99,22.4251,113.628,industrial
10068,40.69,44.62,5.27,5.58,52.85,213.06,3,25.82,71,2.25,29.6277,106.6556,vehicular
10069,6.24,6.84,1.13,0.38,16.12,116.07,1,19.07,95,0.64,33.847100000000005,109.9643,unknown
10070,15.01,15.47,0.93,0.76,11.72,141.85,2,16.75,98,1.14,41.9171,126.4219,burning
10071,23.9,28.77,11.61,24.56,53.67,198.17,2,27.81,85,2.15,30.7478,120.726,vehicular
10072,15.75,18.99,7.68,5.1,24.87,115.18,2,25.1,94,0.76,24.3289,116.1278,vehicular
10073,38.19,43.16,8.62,9.8,46.44,311.25,3,21.6,83,1.3,30.7636,106.0642,vehicular
10074,20.1,24.55,7.86,4.01,31.82,201.82,2,20.62,88,1.29,30.1383,104.6295,vehicular
10075,18.67,22.02,7.44,10.42,46.39,127.81,2,26.18,91,0.95,30.2311,119.6942,vehicular
10077,41.23,44.25,19.46,12.88,19.47,293.58,3,23.53,81,0.92,34.77172000000001,113.73960999999998,vehicular
10078,8.43,10.11,8.56,1.96,16.6,162.7,1,20.52,83,0.73,26.567000000000004,101.72270000000002,industrial
10079,57.13,58.63,19.43,9.94,33.19,421.19,4,25.75,94,2.32,36.10320000000001,120.3664,vehicular
10080,101.4,105.81,9.47,6.41,26.92,245.13,5,23.7,91,4.03,31.313099999999995,118.3673,vehicular
10081,12.62,21.44,8.65,0.49,70.61,61.13,2,10.96,77,1.37,36.5819,101.834,vehicular
10082,17.02,18.3,2.87,1.07,27.3,145.26,2,25.01,96,1.32,30.7157,111.3009,industrial
10083,135.37,139.57,28.46,7.54,24.78,575.39,5,24.09,94,3.92,30.2092,115.0307,vehicular
10084,101.21,103.53,7.08,3.21,29.44,434.64,5,18.47,94,3.0,43.8805,125.3297,vehicular
10085,52.9,60.15,20.09,18.24,15.62,293.41,4,25.24,86,0.59,24.7972,113.5917,vehicular
10086,1.55,3.97,0.94,0.19,73.24,90.7,2,12.99,82,4.34,49.1577,119.7512,natural
10087,11.94,15.28,7.33,3.26,40.03,124.72,2,27.86,86,0.67,29.719,120.251,vehicular
10088,28.88,34.6,9.13,7.51,27.93,238.71,3,20.46,92,1.2,31.8654,106.7418,vehicular
10089,7.52,8.78,4.83,2.42,44.36,199.22,1,25.99,86,2.07,22.5311,113.0219,industrial
10090,26.08,103.98,4.19,0.63,85.61,98.84,4,32.75,16,3.27,42.95589999999999,89.1673,vehicular
10091,7.77,25.36,0.12,0.23,59.56,55.62,2,28.8,9,2.14,37.08769999999999,79.92399999999999,unknown
10092,30.74,149.78,0.93,0.46,62.65,84.52,4,26.96,18,1.94,42.81720000000001,93.51279999999998,agricultural
10093,17.85,20.0,4.65,3.19,54.5,116.29,2,27.94,73,0.93,25.8664,114.9367,vehicular
10094,121.9,139.54,19.93,32.57,28.64,399.41,5,21.11,87,1.0,38.8416,115.4612,vehicular
10095,0.9,1.0,0.29,0.05,41.09,83.9,1,13.72,91,1.69,50.253800000000005,127.4143,natural
10096,2.52,3.04,2.56,0.96,31.19,98.31,1,18.56,94,0.64,25.0925,104.9022,unknown
10097,48.1,50.36,18.27,12.29,33.87,392.05,3,23.02,95,1.14,36.6523,119.1641,vehicular
10098,14.42,16.09,10.81,3.92,19.39,223.79,2,24.99,89,0.43,23.152199999999997,112.5544,vehicular
10099,51.56,64.13,7.93,16.11,67.22,166.92,4,19.72,81,1.4,37.8195,112.56999999999998,vehicular
10100,4.51,5.28,3.61,2.05,29.19,159.44,1,26.36,89,4.76,21.2567,110.4558,industrial
10101,2.52,3.04,2.56,0.96,31.19,98.31,1,17.18,94,0.63,25.0992,104.88110000000002,unknown
10102,14.12,17.09,2.68,3.84,57.32,104.76,2,29.01,77,1.73,29.9928,120.6053,industrial
10103,56.64,65.12,24.27,34.49,36.91,342.09,4,27.38,83,4.27,32.02,120.87,vehicular
10104,14.42,16.09,10.81,3.92,19.39,223.79,2,25.76,89,0.9,23.0475,112.4645,vehicular
10105,14.89,23.28,16.03,1.49,56.09,68.88,2,10.71,75,1.39,36.6428,101.77750000000002,vehicular
10106,78.41,85.76,17.95,26.98,46.47,367.53,5,26.55,84,3.3,31.882,120.55,vehicular
10107,8.66,10.94,7.98,4.81,9.41,295.34,1,24.09,96,1.16,22.3707,107.3702,industrial
10108,17.69,22.03,10.36,10.9,42.25,143.77,2,29.47,82,2.62,30.181899999999995,120.2697,vehicular
10109,30.83,35.29,10.43,21.48,49.08,156.45,3,27.34,81,1.74,30.8669,120.0751,vehicular
10110,52.92,54.53,17.44,11.25,33.52,394.18,4,24.65,98,1.25,36.3083,120.3999,vehicular
10111,73.36,78.3,16.56,13.28,20.31,302.17,4,25.0,86,1.83,29.425099999999997,113.1493,vehicular
10112,9.51,15.58,5.07,1.87,95.58,92.89,2,19.89,29,3.17,43.4569,87.4651,industrial
10113,81.06,87.16,8.74,17.27,55.05,307.55,5,27.93,77,3.09,31.681700000000003,120.299,vehicular
10114,106.66,114.8,20.18,17.67,5.55,572.03,5,18.74,88,2.28,43.19299999999999,124.38800000000002,vehicular
10115,2.23,3.69,0.6,0.32,40.07,142.42,1,27.36,84,2.14,22.7422,114.5317,natural
10116,53.14,58.46,16.13,11.91,22.27,229.11,4,25.46,89,1.54,27.8336,113.251,vehicular
10117,59.8,62.8,4.02,2.4,11.18,338.95,4,19.26,92,1.32,41.8961,124.0972,vehicular
10119,21.75,32.0,6.0,15.16,65.04,125.42,2,17.67,67,2.35,40.0917,113.3444,vehicular
10120,21.01,23.56,6.46,4.01,40.73,158.77,2,22.16,88,1.4,29.362799999999996,104.7547,vehicular
10121,39.19,39.86,4.38,1.5,34.35,271.15,3,19.28,94,1.52,41.3064,123.8275,vehicular
10123,20.59,42.51,9.23,4.11,74.22,131.78,2,22.73,38,2.03,39.0153,106.37170000000002,vehicular
10125,11.21,12.86,7.18,1.77,17.56,223.18,2,15.41,90,1.4,25.5811,100.2171,vehicular
10126,8.81,10.29,4.27,1.3,22.24,218.22,1,16.48,86,1.24,25.7054,100.1542,industrial
10127,8.09,9.04,2.77,1.89,23.66,108.77,1,18.68,95,1.05,26.5998,106.68989999999998,industrial
10128,31.25,33.92,9.92,5.8,52.48,235.68,3,22.87,74,1.32,39.1082,117.23699999999998,vehicular
10129,19.82,26.61,10.69,4.37,28.76,202.2,2,19.98,89,1.85,30.6558,104.0219,vehicular
10130,11.68,12.37,6.24,1.7,8.52,177.18,2,24.99,92,1.27,22.803699999999996,108.38290000000002,vehicular
10131,66.07,76.14,10.52,17.22,48.52,216.74,4,18.69,87,0.67,37.8392,113.5158,vehicular
10132,50.72,53.81,3.2,3.24,57.95,238.86,4,18.8,78,1.89,42.2554,118.8788,industrial
10133,53.94,59.63,14.62,10.98,18.8,244.54,4,26.27,84,1.62,27.8244,113.135,vehicular
10135,52.85,55.1,5.18,3.53,82.88,269.91,4,20.97,86,0.98,41.1222,121.1178,vehicular
10136,10.13,15.0,5.78,1.87,80.63,92.68,2,26.49,18,0.3,44.1564,87.98969999999998,vehicular
10137,67.38,72.4,12.77,10.39,18.88,279.47,4,26.59,84,0.43,28.1178,112.9844,vehicular
10138,62.68,64.5,6.76,5.1,40.99,278.19,4,22.23,89,2.55,32.996,113.996,vehicular
10139,44.28,48.54,6.89,8.53,61.59,236.53,3,23.92,82,1.59,29.8253,106.4213,vehicular
10140,27.4,33.59,14.82,28.86,51.24,232.51,3,28.16,78,2.71,31.453,121.115,vehicular
10141,98.05,106.34,9.52,40.41,9.5,1066.52,5,20.38,89,1.49,41.7972,123.4017,vehicular
10142,11.5,14.86,4.33,7.04,49.19,100.75,2,27.21,93,1.91,29.8635,121.5856,vehicular
10143,58.98,60.87,15.28,22.24,14.36,582.46,4,20.31,91,1.64,41.144200000000005,123.0485,vehicular
10144,68.31,72.27,12.32,6.96,22.33,367.72,4,18.84,89,3.24,45.7733,126.68899999999998,vehicular
10145,8.09,9.04,2.77,1.89,23.66,108.77,1,19.18,95,1.0,26.542399999999997,106.674,industrial
10146,38.28,42.04,15.76,17.26,38.21,259.58,3,23.28,79,1.83,35.2071,113.2725,vehicular
10147,58.98,60.87,15.28,22.24,14.36,582.46,4,20.18,91,1.73,41.0931,123.01099999999998,vehicular
10148,17.02,18.3,2.87,1.07,27.3,145.26,2,24.52,96,1.06,30.781900000000004,111.3275,industrial
10149,143.76,154.01,10.85,15.1,56.2,374.04,5,23.18,78,0.26,40.0031,116.407,vehicular
10150,136.35,143.38,19.66,21.49,25.73,402.79,5,24.89,90,4.02,31.999599999999997,118.7356,vehicular
10151,5.99,10.55,2.13,0.3,32.88,104.81,1,17.39,67,5.2,39.7884,109.9734,unknown
10153,5.61,5.86,0.89,0.75,24.19,119.89,1,19.24,93,1.35,42.88830000000001,129.47,unknown
10155,8.39,10.32,3.37,3.03,20.98,133.2,1,17.4,93,0.15,26.248099999999997,105.89830000000002,industrial
10156,70.33,325.05,0.5,0.16,49.58,84.02,5,28.67,19,3.48,41.753800000000005,86.1472,agricultural
10157,22.32,23.61,9.9,4.33,33.31,208.93,2,21.73,87,1.92,40.6592,122.2414,vehicular
10158,21.79,37.77,10.07,8.39,72.74,137.63,2,23.11,32,0.62,38.5036,106.1358,vehicular
10159,18.79,22.63,4.1,7.43,49.45,113.71,2,24.79,95,0.57,26.661200000000004,119.5388,vehicular
10160,126.38,132.51,11.19,13.09,48.07,406.42,5,24.63,96,3.46,31.9017,119.9167,vehicular
10161,21.75,32.0,6.0,15.16,65.04,125.42,2,17.52,63,2.46,40.1269,113.2661,vehicular
10162,30.59,33.12,3.09,2.41,55.94,184.71,3,17.53,69,3.83,47.3636,123.93049999999998,industrial
10163,86.57,89.4,13.91,10.68,57.47,213.65,5,24.95,87,1.08,30.614499999999996,116.9896,vehicular
10164,9.64,11.34,3.21,1.09,8.35,137.18,1,21.45,95,0.83,32.69389999999999,109.0281,industrial
10165,35.74,40.24,8.26,7.55,50.27,144.99,3,25.42,94,1.39,27.6198,113.866,vehicular
10166,58.98,60.87,15.28,22.24,14.36,582.46,4,20.15,91,1.6,41.1953,123.2,vehicular
10167,132.79,144.13,10.4,14.25,52.95,354.84,5,23.01,80,0.29,39.9295,116.3392,vehicular
10168,21.75,33.82,6.95,3.12,70.08,130.4,2,19.67,38,2.97,37.0172,105.18000000000002,vehicular
10169,12.47,16.77,7.32,11.04,42.08,112.29,2,27.35,89,4.97,30.020299999999995,122.122,vehicular
10170,60.39,64.76,5.91,11.12,53.25,201.69,4,25.05,95,3.87,31.353999999999996,119.818,vehicular
10171,65.83,69.95,4.67,7.98,55.11,199.75,4,24.91,95,3.86,31.371,119.794,vehicular
10173,105.97,113.04,54.12,30.78,5.72,474.13,5,24.76,95,4.27,33.3663,120.1544,vehicular
10174,13.26,14.58,2.22,0.81,23.88,121.1,2,18.16,90,0.68,34.31549999999999,108.673,unknown
10175,8.43,9.86,2.7,3.36,41.75,91.69,1,23.86,92,2.41,28.9666,118.8709,industrial
10176,70.61,73.35,6.86,9.02,50.49,355.63,4,23.15,91,1.41,32.139900000000004,114.0609,vehicular
10177,44.92,51.63,10.65,13.53,45.33,274.51,3,17.09,86,1.18,36.2125,113.0886,vehicular
10178,101.21,103.53,7.08,3.21,29.44,434.64,5,18.54,94,3.15,43.9027,125.2863,vehicular
10179,7.47,8.79,4.61,2.58,42.73,194.5,1,27.99,73,2.97,22.7642,113.25440000000002,industrial
10180,3.49,3.6,2.28,1.28,42.78,135.14,1,23.43,61,3.92,50.116028,19.800639,industrial
10181,2.71,2.89,4.07,1.23,44.51,166.08,1,23.11,62,2.53,50.3165,18.772375,industrial
10183,95.53,99.04,25.27,11.98,23.05,442.93,5,24.43,96,1.47,33.9528,118.293,vehicular
